LifeExpectancy,Status,GDP,Polio,Diphtheria,IncomeComposition
78,Developing,7145.628494,94,94,0.727
73.6,Developed,14252.42853,93,93,0.846
73.4,Developed,16554.97139,93,93,0.841
73,Developed,15712.82376,93,93,0.834
73,Developed,14341.836,93,93,0.83
72.8,Developed,14357.73679,92,92,0.826
72.4,Developed,11984.86857,95,95,0.824
72.2,Developed,11837.3913,98,98,0.825
71.1,Developed,14961.56818,96,96,0.82
72,Developed,12297.91535,95,95,0.812
76,Developed,924.642548,94,94,0.807
78,Developed,7863.1629,93,94,0.798
71.6,Developed,676.966998,9,94,0.792
71.6,Developed,555.535669,91,94,0.78
71.4,Developed,4146.987928,97,95,0.77
71.2,Developed,353.147337,97,95,0.757
71.6,Developed,3297.35471,92,94,0.745
82,Developed,1199.8223,99,99,0.896
81.7,Developed,119172.7418,99,99,0.892
81.4,Developed,113751.85,99,99,0.892
81.1,Developed,16749.136,99,99,0.892
88,Developed,115761.577,96,99,0.894
86,Developed,14965.361,96,99,0.884
83,Developed,13198.6693,96,99,0.888
80,Developed,114293.8433,96,99,0.887
79.7,Developed,1618.4928,96,99,0.877
79.4,Developed,89739.7117,99,99,0.88
78.8,Developed,8289.69641,99,99,0.874
78.7,Developed,75716.3518,99,99,0.867
78.6,Developed,65445.8853,99,98,0.865
78.3,Developed,5293.64115,99,99,0.86
78,Developed,48179.4285,99,99,0.854
77.8,Developed,48735.99549,99,99,0.848
65.5,Developing,41.8575951,71,69,0.511
65.1,Developing,452.4631926,73,73,0.509
64.7,Developing,461.723722,73,74,0.508
64.3,Developing,443.9611,71,7,0.506
63.8,Developing,454.963464,73,73,0.504
63.3,Developing,412.739341,7,7,0.503
62.8,Developing,415.6893226,76,77,0.5
62.3,Developing,47.733254,77,77,0.491
61.9,Developing,377.8482928,83,84,0.483
61.4,Developing,292.157443,83,85,0.478
69,Developing,274.819723,8,85,0.473
64,Developing,245.1235876,74,78,0.466
59.9,Developing,316.7998965,65,66,0.457
59.3,Developing,262.2859481,61,62,0.462
58.7,Developing,278.555732,6,6,0.456
57.9,Developing,245.939659,58,57,0
58.3,Developing,362.6575444,88,88,0.473
57.6,Developing,354.7253961,87,91,0.466
56.7,Developing,332.922339,89,89,0.459
55.3,Developing,374.51882,95,96,0.454
54.1,Developing,512.125451,97,97,0.444
52.9,Developing,458.8681744,86,93,0.43
51.5,Developing,42.7379657,93,93,0.415
50,Developing,372.842678,92,91,0.4
48.5,Developing,32.2227274,88,87,0.387
47.1,Developing,297.6971211,99,99,0.377
46,Developing,28.3673842,94,93,0.371
45.1,Developing,274.2256294,94,89,0.366
44.6,Developing,26.152517,85,84,0.362
44,Developing,29.9798977,79,64,0.388
43.5,Developing,146.7615397,86,9,0.387
43.1,Developing,153.2594872,73,75,0.391
75,Developing,9643.644683,99,99,0.787
74.8,Developing,11183.96191,97,97,0.783
74.6,Developing,1882.27842,97,97,0.779
74.5,Developing,1779.49641,97,97,0.776
74.3,Developing,145.1262,96,96,0.774
74.1,Developing,971.356987,96,96,0.764
74,Developing,7326.744435,97,97,0.756
73.8,Developing,8513.629541,97,97,0.747
73.7,Developing,7269.17114,97,97,0.736
73.6,Developing,6222.982955,95,95,0.732
73.4,Developing,5593.822995,96,96,0.734
73.2,Developing,4955.477743,95,95,0.731
73.1,Developing,4463.675893,96,96,0.724
72.9,Developing,4167.364387,94,94,0.723
72.7,Developing,3915.11546,95,96,0.725
72.4,Developing,445.17471,98,98,0.715
78.5,Developing,8395.785198,99,99,0.701
78.2,Developing,7716.2415,99,99,0.693
77.9,Developing,7112.33575,99,99,0.683
77.6,Developing,6541.7465,99,99,0.675
77.3,Developing,6497.55443,96,96,0.663
76.7,Developing,633.79498,97,96,0.653
76.3,Developing,597.1659,98,98,0.651
75.9,Developing,5828.621374,98,98,0.641
75.4,Developing,52.862285,98,98,0.632
75,Developing,4428.522898,98,98,0.622
74.3,Developing,3488.493769,98,98,0.625
73.4,Developing,3853.33348,96,96,0.617
72.7,Developing,3432.247841,98,98,0.601
71.8,Developing,32.37239,98,98,0.597
78,Developing,298.67598,97,98,0.587
69.6,Developing,2182.99711,98,98,0.577
58.2,Developing,729.725338,66,64,0.438
57.8,Developing,825.5729915,74,73,0.43
57.3,Developing,777.659139,7,69,0.421
57.2,Developing,777.3476868,72,66,0.411
56.8,Developing,835.88998,72,66,0.404
56.5,Developing,78.377632,77,73,0.396
56,Developing,697.153124,77,73,0.385
55.5,Developing,689.6784228,74,74,0.36
55,Developing,595.6368319,76,74,0.363
54.3,Developing,521.6425796,79,78,0.35
53.6,Developing,487.942556,78,77,0.338
52.8,Developing,439.3572924,7,69,0.333
52,Developing,391.791281,67,63,0.318
51.2,Developing,334.22416,65,61,0.308
55,Developing,36.8473237,56,49,0.297
49.8,Developing,269.3483829,53,43,0.291
81.7,Developed,23819.4636,97,97,0.853
81.4,Developed,2618.92599,99,99,0.847
81.1,Developed,2393.1888,99,99,0.828
81,Developed,2193.8836,99,99,0.821
87,Developed,22821.847,96,96,0.826
83,Developed,2187.79469,76,76,0.819
82,Developed,2675.58259,73,73,0.815
80,Developed,21928.767,72,72,0.813
79.6,Developed,19375.5696,76,74,0.808
79.3,Developed,16671.5672,83,85,0.809
79,Developed,15835.34667,94,92,0.805
78.7,Developed,1519.5497,89,89,0.797
78.5,Developed,13689.98999,94,94,0.79
78.2,Developed,11843.9392,95,95,0.786
77.8,Developed,1121.78636,95,95,0.783
77.5,Developed,1139.5651,94,94,0.779
63.1,Developing,1158.256469,67,73,0.513
63,Developing,1326.66882,84,84,0.509
62.7,Developing,145.57838,8,8,0.501
62.5,Developing,1364.283745,8,8,0.491
62.2,Developing,1393.261593,73,75,0.487
62,Developing,123.383675,52,64,0.484
61.7,Developing,146.83851,63,64,0.476
61.4,Developing,1167.535689,73,74,0.475
61.2,Developing,113.3128,75,75,0.475
69,Developing,944.134851,68,68,0.466
66,Developing,697.7451989,71,71,0.461
64,Developing,62.547286,68,7,0.451
63,Developing,528.58661300000006,75,76,0.447
62,Developing,46.9542322,91,89,0.446
61,Developing,464.229758,75,75,0.444
60,Developing,477.476124,58,51,0.443
74.6,Developing,9252.11724,98,97,0.779
74.2,Developing,1153.93822,98,97,0.769
74.1,Developing,9637.265,98,98,0.765
73.9,Developing,9291.227619,98,98,0.756
73.6,Developing,9197.26972,98,98,0.748
73.3,Developing,8.376432,99,99,0.74
72.8,Developing,7318.12641,99,99,0.734
72.7,Developing,83.635,99,99,0.728
72.9,Developing,6574.654338,96,97,0.72
71.8,Developing,5695.969327,98,97,0.713
72.1,Developing,5116.45424,97,97,0.704
71.9,Developing,5229.876738,98,98,0.696
71.5,Developing,4623.347642,99,99,0.687
71.5,Developing,3957.51296,88,88,0.683
71.5,Developing,3792.182152,93,92,0.673
71,Developing,3861.32414,88,88,0.667
76.7,Developing,9143.128494,87,87,0.758
76.6,Developing,1452.27766,87,87,0.754
76.6,Developing,1298.86766,83,83,0.753
76.3,Developing,982.532572,99,99,0.748
76.1,Developing,9834.472689,97,97,0.745
75.6,Developing,8959.581416,95,95,0.739
75.7,Developing,7748.12331,95,95,0.738
75.6,Developing,9689.52887,96,96,0.735
76,Developing,933.341687,98,98,0.731
75.8,Developing,8767.92258,98,98,0.723
75.3,Developing,7986.798439,98,98,0.719
75.4,Developing,7199.59665,98,98,0.714
75,Developing,6751.998987,98,98,0.708
75,Developing,716.8219,98,97,0.703
75,Developing,731.378864,97,97,0.7
74.8,Developing,672.92113,97,97,0.694
68.8,Developing,3944.1839,99,99,0.733
68.4,Developing,4181.583321,99,99,0.729
68.1,Developing,4385.379355,98,98,0.72
67.8,Developing,4368.82248,99,99,0.712
67.3,Developing,3769.595255,99,99,0.701
66.3,Developing,265.353659,96,96,0.693
66.9,Developing,1717.898761,96,95,0.686
67.4,Developing,2139.625631,95,96,0.673
65.9,Developing,1634.81431,99,95,0.661
65,Developing,1334.651896,98,99,0.649
64.5,Developing,998.8226671,99,99,0.637
64,Developing,797.8377432,99,99,0.621
64,Developing,646.561295,98,98,0.609
63.8,Developing,571.51883,98,98,0.599
63.2,Developing,524.145924,95,95,0.588
62.8,Developing,474.2133361,94,94,0.582
76.1,Developing,6461.192554,89,89,0.804
75.9,Developing,7378.345289,91,91,0.803
75.8,Developing,7186.429787,94,94,0.799
75.6,Developing,6586.71929,94,94,0.797
75.4,Developing,7318.742449,95,95,0.792
75.3,Developing,6682.281158,93,94,0.787
75,Developing,6698.79439,91,92,0.785
74.6,Developing,7325.73474,95,95,0.774
74.2,Developing,5957.145693,92,92,0.762
73.8,Developing,4383.59597,9,9,0.751
74.3,Developing,2847.285569,99,99,0.645
74.1,Developing,3154.513484,99,99,0.64
73.9,Developing,3111.762887,99,99,0.634
73.6,Developing,294.746728,99,99,0.623
73.3,Developing,339.91616,98,99,0.612
72.8,Developing,2834.2472,99,99,0.603
72.3,Developing,2861.5545,99,99,0.596
71.8,Developing,2884.94776,99,99,0.589
71.4,Developing,2494.353552,95,95,0.581
71,Developing,2191.478567,97,97,0.575
77,Developing,213.755559,98,98,0.569
72,Developing,1948.812275,97,97,0.561
69.9,Developing,1721.973863,91,91,0.551
69.5,Developing,1413.757176,94,94,0.54
69,Developing,1336.775376,93,96,0.53
68.6,Developing,1332.382358,95,95,0.519
57.6,Developing,528.3125597,8,8,0.414
56.7,Developing,623.2871141,79,79,0.409
55.3,Developing,65.985681,78,78,0.405
54.8,Developing,566.513873,73,76,0.4
54.3,Developing,526.5313517,73,76,0.397
54,Developing,419.2258149,73,74,0.39
53.8,Developing,463.852618,74,74,0.382
53.2,Developing,53.127719,74,75,0.372
52.1,Developing,422.1461573,75,75,0.36
51.2,Developing,385.7567141,73,78,0.353
58,Developing,369.1545359,71,8,0.341
54,Developing,336.3318145,69,83,0.332
51,Developing,283.8911588,67,85,0.318
49.8,Developing,262.884551,76,76,0.311
49.5,Developing,256.4414872,72,73,0.298
49,Developing,277.6486591,69,7,0.291
66.6,Developing,1194.59137,89,89,0.552
66.4,Developing,1262.893782,88,88,0.547
66.2,Developing,1168.83947,76,75,0.54
65.9,Developing,1171.58257,87,84,0.533
65.6,Developing,1186.423937,9,84,0.526
65.4,Developing,987.7365832,9,9,0.515
65.2,Developing,741.777116,9,9,0.504
59.2,Developing,643.951373,85,85,0.493
64.5,Developing,41.451,84,86,0.484
64.2,Developing,296.97284,82,82,0.474
63.9,Developing,247.24276,86,73,0.465
63.5,Developing,219.8156688,92,82,0.455
63.2,Developing,219.782326,86,78,0.445
62.8,Developing,143.77651,84,79,0.435
62.5,Developing,138.9249275,77,73,0.427
62.1,Developing,193.187484,88,82,0.417
65.8,Developing,4737.66996,92,92,0.637
65.9,Developing,5421.343953,88,88,0.632
66.1,Developing,5488.131712,89,89,0.625
65.8,Developing,5749.44752,84,84,0.619
64.3,Developing,56.971392,85,82,0.612
63,Developing,5191.58381,83,83,0.604
62.4,Developing,4153.497885,83,83,0.598
61.7,Developing,429.6561,83,83,0.589
60,Developing,422.51968,81,86,0.578
57,Developing,3881.29535,74,86,0.57
55.1,Developing,3573.146387,86,86,0.565
54.7,Developing,3288.257373,81,81,0.559
55,Developing,2482.36862,82,79,0.554
55.7,Developing,1713.47594,78,77,0.556
56.5,Developing,1834.29486,79,78,0.556
57.4,Developing,257.99557,8,79,0.559
69.2,Developing,743.7653489,9,91,0.555
69.6,Developing,76.2386977,92,92,0.551
69.3,Developing,688.6172788,92,92,0.545
68.9,Developing,681.7925868,9,9,0.538
68.4,Developing,692.1166842,92,92,0.529
68,Developing,592.1835216,83,82,0.515
67.5,Developing,48.7299,93,89,0.502
67,Developing,473.844449,82,82,0.492
66.6,Developing,393.8843518,82,82,0.486
66,Developing,348.6314534,91,89,0.476
65.4,Developing,317.89198,78,75,0.469
64.7,Developing,287.4156,8,8,0.463
64.3,Developing,253.72412,76,78,0.457
63.1,Developing,246.375621,72,72,0.447
63.2,Developing,248.6183539,73,72,0.446
62.5,Developing,231.42554,74,74,0.439
81.9,Developed,44292.88473,95,95,0.923
81.7,Developed,52157.4687,96,96,0.923
81.4,Developed,51574.48942,97,97,0.922
81.1,Developed,49474.7561,97,97,0.921
81.1,Developed,5354.6536,97,97,0.911
88,Developed,5338.25483,97,97,0.906
86,Developed,519.349,97,97,0.906
83,Developed,56928.8248,97,97,0.905
82,Developed,51241.31562,97,97,0.899
79.8,Developed,44453.97119,96,96,0.893
79.4,Developed,41577.169,96,96,0.888
79.2,Developed,39954.64222,98,98,0.885
78.7,Developed,35245.1647,98,98,0.881
78.4,Developed,28817.32321,97,97,0.882
78.3,Developed,26584.12169,97,97,0.878
78.1,Developed,25921.12794,97,97,0.873
81.6,Developed,3821.8937,92,92,0.913
81.5,Developed,4453.24673,93,93,0.91
81.3,Developed,42889.88141,92,92,0.908
81.1,Developed,3997.25624,93,93,0.904
86,Developed,38426.5581,95,95,0.901
89,Developed,33691.34837,93,93,0.899
85,Developed,282.94193,92,92,0.895
81,Developed,31287.77865,89,89,0.894
81,Developed,3259.73471,88,88,0.891
79.9,Developed,2667.86452,89,89,0.888
79.9,Developed,2775.89515,89,89,0.886
79.2,Developed,2542.39935,87,89,0.884
79.1,Developed,21913.7817,86,9,0.881
78.7,Developed,16874.31232,84,9,0.873
78.5,Developed,13882.85683,82,9,0.868
78.6,Developed,13641.1272,82,9,0.864
74.8,Developing,295.966488,99,98,0.642
74.5,Developing,1975.46477,99,98,0.636
73.9,Developing,1847.19849,99,98,0.63
73.9,Developing,1792.3845,99,98,0.625
74.5,Developing,1682.957924,99,98,0.62
73.2,Developing,1526.497938,99,98,0.614
73.2,Developing,1464.497754,99,98,0.613
72.5,Developing,1518.85386,97,97,0.607
72.5,Developing,1344.31871,93,93,0.601
73,Developing,124.992617,88,88,0.597
71.2,Developing,1175.116225,87,86,0.592
71,Developing,191.55157,8,79,0.587
76,Developing,115.565314,86,86,0.583
75,Developing,11.147277,85,85,0.577
73,Developing,143.6758,89,87,0.57
73,Developing,116.2743,85,83,0.562
61.8,Developing,358.99731,65,65,0.351
61.4,Developing,43.646498,67,68,0.345
69,Developing,416.14838,56,67,0.341
63,Developing,391.515524,71,71,0.331
59.4,Developing,375.5819866,4,75,0.323
58.2,Developing,348.151511,75,7,0.312
57.1,Developing,341.2894618,71,71,0.307
56,Developing,354.8185998,68,67,0.298
55.2,Developing,292.55962,57,57,0.293
54.5,Developing,258.463873,52,51,0.286
53.7,Developing,25.383731,46,45,0.278
52.9,Developing,232.5661574,45,43,0.27
52.1,Developing,215.8548,44,41,0.266
51.4,Developing,177.828384,43,39,0.261
56,Developing,165.257247,42,36,0.255
50,Developing,158.455972,41,34,0.253
54.5,Developing,2655.157977,49,49,0.525
53.6,Developing,3221.678128,49,49,0.521
53.2,Developing,2996.96432,46,46,0.514
52.7,Developing,2755.297787,42,42,0.507
52.3,Developing,2527.9423,48,48,0.5
52,Developing,2327.3267,54,54,0.492
51.6,Developing,197.661422,66,63,0.487
59,Developing,1383.893354,6,53,0.481
55,Developing,1136.829645,54,42,0.477
49.8,Developing,119.743286,46,4,0.466
49.2,Developing,87.8938738,45,36,0.463
48.5,Developing,648.815852,43,33,0.445
48.1,Developing,512.65719,42,29,0
47.7,Developing,459.4572117,4,25,0
47.4,Developing,351.7996666,36,27,0
47.1,Developing,379.1193264,31,29,0
81.8,Developed,7455.24654,95,95,0.948
81.6,Developed,975.49856,93,93,0.945
81.5,Developed,1291.435,94,94,0.942
81.3,Developed,11563.727,95,95,0.941
81.1,Developed,1574.9861,94,94,0.939
81,Developed,87646.75346,93,93,0.936
89,Developed,817.77681,94,94,0.936
86,Developed,9688.5961,94,94,0.936
85,Developed,85128.65759,93,93,0.934
84,Developed,74114.69715,94,94,0.931
81,Developed,66775.3944,91,91,0.929
79.8,Developed,5757.26916,92,92,0.924
79.4,Developed,5111.65445,92,92,0.918
78.9,Developed,4361.1538,93,93,0.916
78.8,Developed,38549.58934,91,91,0.917
78.5,Developed,38146.71539,91,9,0.911
76.6,Developing,16627.36433,99,99,0.795
76.4,Developing,2458.45226,99,99,0.796
76.2,Developing,21268.7564,99,98,0.796
76,Developing,22134.916,99,98,0.797
75.8,Developing,2986.36,99,99,0.797
75.6,Developing,1928.74739,99,99,0.797
75.4,Developing,16784.34616,96,98,0.782
75.2,Developing,2275.3536,97,99,0.765
74.9,Developing,1585.13226,97,99,0.753
74.7,Developing,1448.55,98,98,0.748
74.3,Developing,12376.97936,99,99,0.742
74,Developing,1129.2888600000001,99,99,0.734
73.6,Developing,969.8126,99,99,0.725
73.3,Developing,8629.11774,99,99,0.716
72.9,Developing,8476.61511,99,99,0.705
72.6,Developing,861.18596,99,99,0
66.4,Developing,1431.244865,72,72,0.548
66.2,Developing,1316.98966,72,72,0.542
66,Developing,1272.44161,72,72,0.538
65.7,Developing,1261.28967,72,72,0.529
65.5,Developing,1226.215314,75,74,0.525
65.1,Developing,14.142268,82,82,0.521
64.8,Developing,16.63999,7,71,0.514
64.6,Developing,139.31288,7,62,0.513
64.4,Developing,95.4327931,75,75,0.505
64.2,Developing,873.772727,77,78,0.501
62.9,Developing,711.4699463,78,77,0.487
63.7,Developing,649.848233,65,65,0.474
63.5,Developing,563.594342,69,67,0.465
63.2,Developing,499.8633,71,68,0.457
63,Developing,51.6568157,68,65,0.45
62.8,Developing,533.8624114,65,62,0.445
77.8,Developing,13134.4367,72,73,0.785
77.6,Developing,12593.7374,8,8,0.78
77.5,Developing,11685.97983,81,8,0.773
77.2,Developing,1589.82713,87,85,0.765
77.3,Developing,927.723171,91,87,0.758
76.5,Developing,7937.259931,95,94,0.756
76.8,Developing,7429.628274,85,85,0.755
76.5,Developing,6973.9284,86,86,0.75
76.4,Developing,668.8667,84,85,0.743
76.2,Developing,5348.518399,98,88,0.744
75.8,Developing,4916.54886,88,92,0.74
75.8,Developing,4591.892776,92,95,0.733
75.5,Developing,4267.13578,95,98,0.728
75.7,Developing,4126.14671,99,99,0.725
75.5,Developing,446.372833,95,99,0.721
75.7,Developing,46.29935,99,98,0.716
62.7,Developing,2182.716565,64,73,0.511
62.4,Developing,229.95364,8,79,0.506
62.2,Developing,271.318741,81,74,0.501
62,Developing,177.867119,69,72,0.494
61.8,Developing,1366.879112,72,67,0.485
61.6,Developing,1166.66337,79,73,0.477
61.4,Developing,1178.72469,76,63,0.469
61.1,Developing,956.668952,72,71,0.461
68,Developing,854.346921,67,72,0.454
64,Developing,77.5773486,61,72,0.446
59.9,Developing,637.3616215,59,62,0.439
59.6,Developing,588.3582595,62,68,0.433
59.3,Developing,511.665773,54,61,0.428
59.1,Developing,539.41528,52,55,0.422
58.9,Developing,631.9468526,51,59,0.418
74,Developing,419.367724,89,93,0.692
73.9,Developing,4712.822736,83,87,0.688
73.8,Developing,4479.95858,8,86,0.679
73.6,Developing,3855.537735,83,87,0.679
73.4,Developing,3988.11894,84,89,0.675
73.2,Developing,3225.591754,85,89,0.664
73,Developing,2599.596259,81,85,0.663
72.7,Developing,359.992184,85,89,0.654
72.5,Developing,2312.192926,95,95,0.649
72.3,Developing,189.71539,98,98,0.648
72.1,Developing,157.145691,96,96,0.646
71.9,Developing,148.527976,92,92,0.639
71.7,Developing,1174.779347,86,86,0.642
71.5,Developing,1148.229882,87,87,0.632
71.2,Developing,1417.26582,9,89,0.624
79,Developing,1545.626423,86,86,0.625
75.5,Developing,63.343259,88,9,0.737
75.3,Developing,6491.5245,78,88,0.735
75.3,Developing,6583.116248,71,88,0.731
74.9,Developing,6387.785281,94,95,0.725
74.5,Developing,5771.565878,91,91,0.721
73.7,Developing,522.493191,92,93,0.708
73.8,Developing,4166.93387,92,93,0.706
73.9,Developing,428.87811,93,93,0.7
74,Developing,3611.2147,93,93,0.696
74.2,Developing,3171.49856,94,94,0.693
72.8,Developing,2754.7829,66,77,0.692
72.2,Developing,2448.143899,81,86,0.685
72.1,Developing,218.25997,95,94,0.686
72.6,Developing,259.192958,95,95,0.686
72.4,Developing,1981.243653,9,9,0.677
71.4,Developing,1996.719689,93,98,0.674
68.5,Developing,2878.33837,79,6,0.679
68.4,Developing,2842.938353,77,67,0.676
68.1,Developing,276.289146,84,89,0.671
68.1,Developing,2581.818554,88,88,0.666
68,Developing,2352.518156,87,87,0.669
67.9,Developing,2129.499242,78,79,0.662
68,Developing,1825.341521,86,87,0.661
67.5,Developing,1919.466195,91,91,0.655
67.5,Developing,1672.685433,87,87,0.648
67.3,Developing,1391.772325,88,88,0.646
67,Developing,1194.697155,9,89,0.642
67.3,Developing,179.3715,85,88,0.636
67.2,Developing,11.553196,85,84,0.631
66.8,Developing,1.68135,77,79,0.625
66.8,Developing,957.287441,76,79,0.622
66.8,Developing,138.91977,74,78,0.618
77.5,Developed,12565.9876,92,98,0.852
77.3,Developed,14341.675,94,98,0.85
77.1,Developed,1378.54911,95,99,0.838
76.8,Developed,13145.1484,95,99,0.834
76.7,Developed,13893.187679999999,96,99,0.829
76.3,Developed,12599.52486,96,99,0.822
75.7,Developed,11527.59323,96,99,0.818
75.5,Developed,141.44688,96,99,0.813
75.3,Developed,1126.31852,99,99,0.808
75.2,Developed,94.7726,99,99,0.803
75,Developed,821.251569,99,99,0.797
74.9,Developed,6681.178818,99,99,0.8
74.7,Developed,5693.52416,98,99,0.796
74.5,Developed,5196.932921,98,99,0.79
74.2,Developed,4981.198619,98,98,0.784
73.7,Developed,4492.72764,98,98,0.777
81.1,Developed,1922.681,98,98,0.841
89,Developed,2277.53613,98,98,0.837
86,Developed,21618.73534,98,98,0.827
83,Developed,2577.4264,98,98,0.824
82,Developed,23196.18375,97,97,0.818
79.6,Developed,22538.6548,97,98,0.812
79.3,Developed,2363.97161,96,96,0.809
79,Developed,24815.6884,97,97,0.804
78.7,Developed,2278.5845,96,97,0.797
78.5,Developed,19821.44463,97,97,0.793
77.7,Developed,18784.9485,93,93,0.79
78,Developed,1845.5881,95,95,0.792
77.3,Developed,15772.7334,96,99,0.789
77.2,Developed,12882.28897,96,98,0.788
76.9,Developed,11729.14616,96,97,0.782
76.6,Developed,1152.39681,96,96,0.777
78.2,Developing,66346.52267,99,99,0.855
78.1,Developing,86852.7119,99,89,0.854
77.9,Developing,8834.87958,99,97,0.843
77.8,Developing,88564.82298,93,92,0.837
77.5,Developing,85948.746,92,93,0.827
77.3,Developing,736.22784,98,97,0.825
77,Developing,61478.23813,98,99,0.828
76.8,Developing,82967.37228,98,97,0.825
76.7,Developing,675.61258,97,94,0.83
76.6,Developing,6256.55926,95,96,0.835
76.6,Developing,51488.49529,98,97,0.83
76.6,Developing,41818.35256,95,96,0.826
76.5,Developing,34176.98183,93,92,0.815
76.4,Developing,2999.65492,96,96,0.807
76.3,Developing,2843.63635,93,93,0.809
76.2,Developing,29986.2915,91,8,0.808
75,Developed,8958.788593,89,89,0.798
74.8,Developed,12.27733,94,94,0.797
74.6,Developed,9585.266593,88,92,0.794
74.4,Developed,8558.39766,92,91,0.797
74.3,Developed,92.277825000000007,89,89,0.798
73.4,Developed,8297.483621,94,94,0.797
73.1,Developed,822.18329,95,95,0.795
73.1,Developed,1136.47356,95,96,0.78
72.9,Developed,8214.185378,96,96,0.766
72.5,Developed,5828.745662,97,97,0.755
71.9,Developed,4676.315183,97,97,0.745
71.7,Developed,3552.92452,97,97,0.733
71.1,Developed,2774.95586,97,97,0.722
77,Developed,2124.873613,98,98,0.714
78,Developed,1839.72945,99,99,0.708
77,Developed,1668.162731,99,99,0.703
75,Developing,9329.298351,97,97,0.805
73,Developing,14125.961,97,97,0.803
70,Developing,15543.67653,98,97,0.799
69.6,Developing,15154.45687,98,97,0.792
69.4,Developing,14212.687,97,97,0.785
68.4,Developing,1674.98771,98,97,0.773
68.2,Developing,8562.89598,98,98,0.776
67.5,Developing,11635.2637,98,98,0.769
67.3,Developing,911.25385000000006,98,98,0.761
66.4,Developing,692.194398,98,98,0.754
65,Developing,5323.473877,98,98,0.748
64.9,Developing,412.372294,98,97,0.741
64.6,Developing,2975.132778,97,96,0.733
64.8,Developing,2375.5944,97,97,0.727
65.1,Developing,21.362386,97,96,0.72
65,Developing,1771.58662,97,96,0.709
66.1,Developing,71.348397,99,98,0.493
65.7,Developing,76.5699517,98,98,0.488
65.2,Developing,688.8768557,98,98,0.485
64.6,Developing,678.796973,98,98,0.475
63.8,Developing,617.317648,93,97,0.464
62.8,Developing,563.491487,93,97,0.454
61,Developing,539.1538211,93,97,0.447
68,Developing,5.6687264,97,97,0.438
59.6,Developing,44.853339,98,97,0.424
57.6,Developing,342.3656294,99,99,0.404
55.3,Developing,287.931877,95,95,0.388
53.4,Developing,236.9114381,89,89,0.371
52,Developing,212.6619491,96,96,0.359
57,Developing,196.59778,85,88,0.343
48.6,Developing,21.569654,76,77,0.332
48.3,Developing,216.172747,9,9,0.318
74,Developing,4149.363444,61,66,0.702
73.8,Developing,4178.973369,58,63,0.701
73.6,Developing,4219.65123,62,67,0.7
73.2,Developing,4234.554443,62,64,0.698
73,Developing,3942.9827,6,65,0.693
72.6,Developing,3453.487434,57,62,0.69
76,Developing,335.112838,45,49,0.691
72.5,Developing,359.82223,54,26,0.688
72.2,Developing,322.543121,49,53,0.682
72,Developing,287.963899,37,39,0.677
71.6,Developing,2571.262348,55,49,0.671
71.4,Developing,2351.33814,26,55,0.665
79,Developing,197.29417,82,83,0.659
76,Developing,1631.41727,85,86,0.653
75,Developing,1555.47451,83,85,0.645
72,Developing,154.68923,94,95,0.64
67.5,Developing,1624.63963,96,96,0.565
67.3,Developing,1821.878734,95,95,0.562
67.1,Developing,1619.532678,97,97,0.559
66.9,Developing,138.949959,96,96,0.553
66.6,Developing,134.326189,96,96,0.546
66.2,Developing,1129.754961,98,98,0.542
65.8,Developing,199.57146,99,98,0.533
65.4,Developing,1126.46212,99,99,0.531
65.1,Developing,894.927988,98,97,0.527
64.7,Developing,843.89447,97,97,0.521
64.3,Developing,81.86157,97,97,0.514
63.8,Developing,693.345683,99,96,0.509
63.4,Developing,649.342153,94,94,0.504
63.1,Developing,555.8185378,92,92,0.501
62.8,Developing,51.216381,9,92,0.497
74.5,Developing,2732.86172,97,98,0.845
74.4,Developing,24575.434,98,98,0.841
74.3,Developing,24934.38614,98,98,0.83
74.1,Developing,2533.9462,98,98,0.818
73.9,Developing,2377.74739,98,98,0.804
73.7,Developing,19259.58726,98,98,0.792
73.4,Developing,1694.2931,98,98,0.787
73.3,Developing,237.83234,98,98,0.779
73.2,Developing,16472.1665,96,96,0.773
73.2,Developing,15334.66994,96,96,0.767
73.1,Developing,13739.82945,96,96,0.761
73.1,Developing,11138.8746,96,96,0.754
73,Developing,9567.458285,95,95,0.747
72.9,Developing,8655.311531,95,95,0.745
72.8,Developing,8643.4944,97,97,0.742
72.6,Developing,9126.954277,95,95,0.737
66.7,Developing,98.7256145,85,89,0.491
66.4,Developing,152.443873,85,89,0.483
66,Developing,148.912351,89,92,0.474
65.6,Developing,136.4518,83,91,0.463
64.9,Developing,18.25321,89,92,0.455
64.3,Developing,11.631377,76,89,0.449
63.5,Developing,12.566464,83,86,0.444
62.8,Developing,11.33678,87,88,0.435
62.1,Developing,95.3978522,93,94,0.425
61.3,Developing,89.838296,89,89,0.422
65,Developing,773.8698713,84,84,0.415
59.7,Developing,733.581811,87,87,0.408
59,Developing,642.7663113,73,73,0.401
58.4,Developing,513.26227,6,6,0.397
57.9,Developing,481.287397,49,52,0.381
57.5,Developing,473.45338,49,52,0.378
75.6,Developing,5237.255334,95,95,0.775
75.4,Developing,62.173221,93,93,0.771
75.3,Developing,6353.826383,97,95,0.766
74.9,Developing,5659.3824,93,91,0.767
74.6,Developing,6423.291783,94,94,0.757
74.4,Developing,5411.87744,91,91,0.755
74.1,Developing,5821.35397,97,95,0.754
74,Developing,671.773913,95,95,0.749
